right,K,expiry_iso,T,close,conId,symbol,last_trade_ts_utc,T_req
C,290.0,2026-01-16T16:00:00-05:00,0.2320776255707762,34.96831613829899,689769486,MSTR  260116C00290000,,0.27
C,320.0,2026-01-16T16:00:00-05:00,0.2320776255707762,23.418940630329608,693647545,MSTR  260116C00320000,,0.194
C,320.0,2026-01-16T16:00:00-05:00,0.2320776255707762,23.418940630329608,693647545,MSTR  260116C00320000,,0.27
C,370.0,2026-01-16T16:00:00-05:00,0.2320776255707762,12.45,693647669,MSTR  260116C00370000,,0.194
C,370.0,2026-01-16T16:00:00-05:00,0.2320776255707762,12.45,693647669,MSTR  260116C00370000,,0.27
C,270.0,2026-02-20T16:00:00-05:00,0.3279680365296804,52.1857135331636,795757048,MSTR  260220C00270000,,0.347
C,300.0,2026-02-20T16:00:00-05:00,0.3279680365296804,38.17203187126693,795757171,MSTR  260220C00300000,,0.347
C,320.0,2026-02-20T16:00:00-05:00,0.3279680365296804,30.842084810860705,795757250,MSTR  260220C00320000,,0.347
C,370.0,2026-02-20T16:00:00-05:00,0.3279680365296804,18.373433573979607,795757432,MSTR  260220C00370000,,0.347
C,270.0,2026-04-17T16:00:00-04:00,0.4812785388127854,61.84850794307073,808570792,MSTR  260417C00270000,,0.443
C,300.0,2026-04-17T16:00:00-04:00,0.4812785388127854,48.30363251125077,807080215,MSTR  260417C00300000,,0.443
C,330.0,2026-04-17T16:00:00-04:00,0.4812785388127854,37.68917350333941,807080604,MSTR  260417C00330000,,0.443
C,370.0,2026-04-17T16:00:00-04:00,0.4812785388127854,27.489470743355103,807081143,MSTR  260417C00370000,,0.443
C,270.0,2026-05-15T16:00:00-04:00,0.5579908675799087,66.38586503524208,818747227,MSTR  260515C00270000,,0.52
C,270.0,2026-05-15T16:00:00-04:00,0.5579908675799087,66.38586503524208,818747227,MSTR  260515C00270000,,0.596
C,300.0,2026-05-15T16:00:00-04:00,0.5579908675799087,53.022145967620936,818747307,MSTR  260515C00300000,,0.52
C,300.0,2026-05-15T16:00:00-04:00,0.5579908675799087,53.022145967620936,818747307,MSTR  260515C00300000,,0.596
C,330.0,2026-05-15T16:00:00-04:00,0.5579908675799087,42.36619287794732,818747356,MSTR  260515C00330000,,0.52
C,330.0,2026-05-15T16:00:00-04:00,0.5579908675799087,42.36619287794732,818747356,MSTR  260515C00330000,,0.596
C,370.0,2026-05-15T16:00:00-04:00,0.5579908675799087,31.832618381219103,818747418,MSTR  260515C00370000,,0.52
C,370.0,2026-05-15T16:00:00-04:00,0.5579908675799087,31.832618381219103,818747418,MSTR  260515C00370000,,0.596
C,270.0,2027-01-15T16:00:00-05:00,1.229337899543379,93.17127525386154,732649567,MSTR  270115C00270000,,1.268
C,300.0,2027-01-15T16:00:00-05:00,1.229337899543379,81.21504443020007,732649637,MSTR  270115C00300000,,1.268
C,340.0,2027-01-15T16:00:00-05:00,1.229337899543379,68.07485077387935,732649707,MSTR  270115C00340000,,1.268
C,380.0,2027-01-15T16:00:00-05:00,1.229337899543379,57.46347101467797,734255906,MSTR  270115C00380000,,1.268
C,460.0,2027-01-15T16:00:00-05:00,1.229337899543379,42.18812055107651,737930009,MSTR  270115C00460000,,1.268
C,530.0,2027-01-15T16:00:00-05:00,1.229337899543379,33.201938801456215,738571829,MSTR  270115C00530000,,1.268
C,610.0,2027-01-15T16:00:00-05:00,1.229337899543379,26.07792162190804,741279995,MSTR  270115C00610000,,1.268
C,280.0,2028-01-21T16:00:00-05:00,2.2457762557077627,117.37372037041573,816242879,MSTR  280121C00280000,,2.25
C,320.0,2028-01-21T16:00:00-05:00,2.2457762557077627,104.1368857679475,816243063,MSTR  280121C00320000,,2.25
C,350.0,2028-01-21T16:00:00-05:00,2.2457762557077627,95.75571102743012,816243224,MSTR  280121C00350000,,2.25
C,390.0,2028-01-21T16:00:00-05:00,2.2457762557077627,85.93463263345559,816243432,MSTR  280121C00390000,,2.25
C,470.0,2028-01-21T16:00:00-05:00,2.2457762557077627,70.34646407708021,816243862,MSTR  280121C00470000,,2.25
C,550.0,2028-01-21T16:00:00-05:00,2.2457762557077627,58.91508883190181,816244271,MSTR  280121C00550000,,2.25
C,630.0,2028-01-21T16:00:00-05:00,2.2457762557077627,50.11678092703677,816244682,MSTR  280121C00630000,,2.25
